Incident Number,Neighborhood,Occur Month,Occur Year,Occurence Date,Person Injury,Precinct,Open Data Latitude,Open Data Longitude,X,Y
20-0491,Piedmont,8,2020,8/30/2020,True,North,45.577258538,-122.668016258,"7,647,040","704,004"
21-0155,Kenton,1,2021,1/11/2021,False,North,45.577536265,-122.681911929,"7,643,486","704,201"
21-0002,Piedmont,1,2021,1/1/2021,False,North,45.577988387,-122.670341415,"7,646,452","704,286"
20-0759,Kenton,11,2020,11/14/2020,False,North,45.578630369,-122.680207604,"7,643,933","704,588"
20-0331,University Park,7,2020,7/19/2020,True,North,45.579226477,-122.726431203,"7,632,108","705,128"
20-0213,Piedmont,5,2020,5/29/2020,False,North,45.579658384,-122.672276779,"7,645,973","704,908"
20-0253,Piedmont,6,2020,6/20/2020,False,North,45.579658384,-122.672276779,"7,645,973","704,908"
20-0481,Piedmont,8,2020,8/28/2020,False,North,45.579658384,-122.672276779,"7,645,973","704,908"
20-0183,University Park,5,2020,5/7/2020,False,North,45.579727125,-122.716562002,"7,634,639","705,241"
20-0424,Kenton,7,2020,7/1/2020,False,North,45.579890003,-122.693036010,"7,640,662","705,136"
20-0472,University Park,8,2020,8/22/2020,True,North,45.580726373,-122.724208295,"7,632,692","705,659"
20-0184,Kenton,5,2020,5/4/2020,False,North,45.580925607,-122.688504704,"7,641,832","705,482"
19-0188,Sunderland,6,2019,6/13/2019,False,North,45.581090248,-122.661223690,"7,648,816","705,354"
20-0412,Piedmont,8,2020,8/12/2020,False,North,45.581600176,-122.661536156,"7,648,741","705,542"
21-0073,Piedmont,1,2021,1/22/2021,True,North,45.581600176,-122.661536156,"7,648,741","705,542"
20-0760,University Park,11,2020,11/16/2020,False,North,45.582349472,-122.723842146,"7,632,802","706,248"
21-0178,University Park,3,2021,3/1/2021,False,North,45.582349472,-122.723842146,"7,632,802","706,248"
20-0691,Cathedral Park,10,2020,10/21/2020,False,North,45.582409890,-122.747694657,"7,626,698","706,439"
20-0836,Portsmouth,12,2020,12/6/2020,False,North,45.582548672,-122.718641543,"7,634,135","706,284"
20-0051,Sunderland,1,2020,1/29/2020,False,North,45.582611104,-122.642992034,"7,653,497","705,784"
20-0544,Portsmouth,9,2020,9/10/2020,False,North,45.582698336,-122.722968868,"7,633,029","706,369"
19-0380,Portsmouth,11,2019,11/21/2019,False,North,45.582794796,-122.711274196,"7,636,023","706,322"
20-0113,Kenton,3,2020,3/21/2020,False,North,45.582898140,-122.692402128,"7,640,854","706,228"
21-0089,Piedmont,1,2021,1/28/2021,True,North,45.582927974,-122.667810992,"7,647,148","706,069"
21-0226,Portsmouth,3,2021,3/13/2021,True,North,45.583276735,-122.723421346,"7,632,919","706,583"
20-0426,Cathedral Park,8,2020,8/13/2020,False,North,45.583420945,-122.746921991,"7,626,906","706,802"
19-0107,Kenton,4,2019,4/14/2019,False,North,45.583806875,-122.696829105,"7,639,730","706,590"
19-0003,Cathedral Park,1,2019,1/2/2019,False,North,45.583843183,-122.752127765,"7,625,578","706,993"
19-0144,Kenton,5,2019,5/14/2019,True,North,45.583947552,-122.686421481,"7,642,395","706,569"
19-0365,Kenton,11,2019,11/10/2019,False,North,45.583947552,-122.686421481,"7,642,395","706,569"
20-0116,Kenton,3,2020,3/27/2020,False,North,45.584019519,-122.707934255,"7,636,890","706,745"
19-0017,Portsmouth,1,2019,1/15/2019,False,North,45.584031182,-122.711326309,"7,636,022","706,773"
20-0350,Portsmouth,7,2020,7/26/2020,False,North,45.584031182,-122.711326309,"7,636,022","706,773"
19-0015,Portsmouth,1,2019,1/13/2019,False,North,45.584075805,-122.711859453,"7,635,886","706,793"
20-0173,Piedmont,5,2020,5/2/2020,True,North,45.584131519,-122.679039783,"7,644,286","706,585"
20-0402,Kenton,8,2020,8/8/2020,False,North,45.584395729,-122.703338176,"7,638,070","706,850"
21-0249,University Park,3,2021,3/23/2021,True,North,45.584568250,-122.735069251,"7,629,951","707,136"
21-0230,University Park,3,2021,3/17/2021,False,North,45.584590203,-122.735351453,"7,629,879","707,146"
19-0076,NONE,3,2019,3/14/2019,False,Outside Jurisdiction,45.584607340,-122.565816670,"7,673,268","705,997"
20-0016,Portsmouth,1,2020,1/7/2020,False,North,45.584716186,-122.729991487,"7,631,252","707,154"
20-0078,Portsmouth,2,2020,2/14/2020,False,North,45.584716186,-122.729991487,"7,631,252","707,154"
21-0209,Portsmouth,3,2021,3/9/2021,False,North,45.584716186,-122.729991487,"7,631,252","707,154"
21-0061,University Park,1,2021,1/15/2021,False,North,45.584749310,-122.735635153,"7,629,808","707,206"
20-0444,Portsmouth,8,2020,8/19/2020,False,North,45.585950493,-122.731282617,"7,630,934","707,613"
20-0441,Portsmouth,8,2020,8/11/2020,False,North,45.586149427,-122.721287136,"7,633,494","707,615"
19-0363,Portsmouth,11,2019,11/9/2019,True,North,45.586454579,-122.730755390,"7,631,074","707,793"
21-0110,Portsmouth,2,2021,2/2/2021,False,North,45.586491895,-122.714481867,"7,635,239","707,692"
21-0194,Portsmouth,3,2021,3/4/2021,True,North,45.586584979,-122.715489744,"7,634,982","707,733"
19-0078,St Johns,3,2019,3/11/2019,False,North,45.586874902,-122.736238658,"7,629,675","707,985"
20-0156,Cathedral Park,4,2020,4/20/2020,False,North,45.587103072,-122.758685301,"7,623,933","708,228"
20-0405,Cathedral Park,8,2020,8/9/2020,False,North,45.587103072,-122.758685301,"7,623,933","708,228"
19-0011,Kenton,1,2019,1/11/2019,False,North,45.587493193,-122.702340943,"7,638,356","707,972"
21-0144,Portsmouth,2,2021,2/18/2021,True,North,45.587778900,-122.706044744,"7,637,411","708,102"
20-0207,Kenton,5,2020,5/26/2020,False,North,45.587820887,-122.705428971,"7,637,569","708,113"
20-0232,Kenton,6,2020,6/7/2020,False,North,45.587820887,-122.705428971,"7,637,569","708,113"
21-0055,Cathedral Park,1,2021,1/16/2021,False,North,45.587895258,-122.760678522,"7,623,431","708,531"
20-0770,Portsmouth,11,2020,11/11/2020,False,North,45.588021874,-122.717808412,"7,634,403","708,273"
20-0616,St Johns,9,2020,9/30/2020,False,North,45.588200882,-122.748584584,"7,626,529","708,556"
19-0204,Portsmouth,7,2019,7/4/2019,False,North,45.588718181,-122.716272561,"7,634,803","708,516"
19-0143,Portsmouth,5,2019,5/11/2019,False,North,45.588918976,-122.716815766,"7,634,666","708,593"
20-0662,Portsmouth,10,2020,10/15/2020,False,North,45.588918976,-122.716815766,"7,634,666","708,593"
20-0907,Kenton,12,2020,12/26/2020,False,North,45.588939214,-122.702334576,"7,638,372","708,499"
20-0543,Sunderland,9,2020,9/11/2020,True,North,45.589257412,-122.631993090,"7,656,376","708,132"
20-0692,Cathedral Park,10,2020,10/21/2020,False,North,45.589335719,-122.755925438,"7,624,662","709,022"
20-0614,NONE,9,2020,9/30/2020,False,North,45.589520106,-122.632030319,"7,656,369","708,228"
20-0593,East Columbia,9,2020,9/22/2020,True,North,45.589572030,-122.677740453,"7,644,672","708,559"
19-0073,Portsmouth,3,2019,3/11/2019,False,North,45.589662805,-122.717939019,"7,634,386","708,872"
20-0177,Portsmouth,5,2020,5/4/2020,False,North,45.589664105,-122.719009800,"7,634,112","708,880"
20-0820,Portsmouth,11,2020,11/24/2020,False,North,45.589668514,-122.720061164,"7,633,843","708,889"
20-0046,Portsmouth,1,2020,1/26/2020,False,North,45.590239361,-122.715925599,"7,634,907","709,068"
20-0929,Portsmouth,12,2020,12/28/2020,False,North,45.590422896,-122.713803008,"7,635,452","709,120"
21-0027,Portsmouth,1,2021,1/10/2021,True,North,45.590554517,-122.728302319,"7,631,743","709,270"
21-0091,Sunderland,1,2021,1/28/2021,True,East,45.590660732,-122.635766009,"7,655,424","708,669"
21-0241,St Johns,3,2021,3/21/2021,False,North,45.590810182,-122.755589396,"7,624,763","709,557"
21-0136,Portsmouth,2,2021,2/15/2021,False,North,45.591036810,-122.705409451,"7,637,606","709,285"
21-0250,Portsmouth,3,2021,3/25/2021,False,North,45.591205931,-122.719015422,"7,634,126","709,442"
19-0375,Portsmouth,11,2019,11/19/2019,False,North,45.591226905,-122.725315755,"7,632,514","709,494"
20-0027,Portsmouth,1,2020,1/14/2020,False,North,45.591226905,-122.725315755,"7,632,514","709,494"
20-0375,Portsmouth,7,2020,7/28/2020,False,North,45.591338735,-122.727051343,"7,632,071","709,547"
20-0327,Portsmouth,7,2020,7/5/2020,False,North,45.591419587,-122.714619588,"7,635,253","709,489"
21-0197,St Johns,3,2021,3/4/2021,False,North,45.591957175,-122.755302841,"7,624,848","709,973"
20-0385,St Johns,8,2020,8/2/2020,False,North,45.592016846,-122.741580403,"7,628,360","709,897"
21-0072,St Johns,1,2021,1/23/2021,True,North,45.592046361,-122.756631196,"7,624,509","710,015"
19-0049,Portsmouth,1,2019,1/27/2019,False,North,45.592132029,-122.718938331,"7,634,155","709,779"
20-0719,Portsmouth,10,2020,10/31/2020,False,North,45.592132029,-122.718938331,"7,634,155","709,779"
20-0007,Portsmouth,1,2020,1/1/2020,False,North,45.592487148,-122.715032537,"7,635,158","709,881"
20-0776,St Johns,11,2020,11/22/2020,False,North,45.592663212,-122.757914131,"7,624,187","710,249"
20-0687,St Johns,10,2020,10/20/2020,False,North,45.592665364,-122.732215103,"7,630,763","710,067"
21-0239,Sunderland,3,2021,3/20/2021,True,North,45.592691010,-122.633990144,"7,655,898","709,397"
19-0374,East Columbia,11,2019,11/18/2019,False,North,45.592693160,-122.667629376,"7,647,290","709,627"
20-0693,St Johns,10,2020,10/22/2020,True,North,45.592735931,-122.757983463,"7,624,170","710,276"
21-0083,St Johns,1,2021,1/28/2021,False,North,45.592798706,-122.746508064,"7,627,107","710,217"
19-0183,St Johns,6,2019,6/16/2019,False,North,45.592826930,-122.732655252,"7,630,652","710,129"
20-0915,Cathedral Park,12,2020,12/29/2020,False,North,45.592857734,-122.760024406,"7,623,649","710,335"
20-0058,St Johns,2,2020,2/2/2020,False,North,45.593033447,-122.733323839,"7,630,483","710,209"
19-0367,St Johns,11,2019,11/12/2019,False,North,45.593199727,-122.740435208,"7,628,665","710,320"
20-0119,Portsmouth,3,2020,3/29/2020,True,North,45.593318411,-122.718453264,"7,634,291","710,208"
20-0123,St Johns,4,2020,4/1/2020,False,North,45.593696859,-122.729957764,"7,631,351","710,427"
19-0116,Portsmouth,4,2019,4/25/2019,False,North,45.594318152,-122.725218215,"7,632,570","710,620"
20-0249,St Johns,6,2020,6/19/2020,False,North,45.594738998,-122.750973803,"7,625,984","710,956"
20-0879,St Johns,12,2020,12/15/2020,True,North,45.594881404,-122.753089873,"7,625,444","711,023"
21-0126,St Johns,2,2021,2/8/2021,False,North,45.594881404,-122.753089873,"7,625,444","711,023"
21-0210,St Johns,3,2021,3/8/2021,False,North,45.595834016,-122.737455704,"7,629,454","711,259"
20-0822,St Johns,11,2020,11/21/2020,False,North,45.596035128,-122.746003152,"7,627,269","711,393"
20-0891,St Johns,12,2020,12/23/2020,True,North,45.596674470,-122.749510769,"7,626,378","711,651"
20-0837,St Johns,12,2020,12/6/2020,False,North,45.596824102,-122.736205037,"7,629,784","711,611"
19-0055,St Johns,2,2019,2/18/2019,False,North,45.597708626,-122.760999435,"7,623,449","712,110"
19-0014,St Johns,1,2019,1/13/2019,False,North,45.597902392,-122.750696825,"7,626,087","712,107"
20-0181,St Johns,5,2020,5/7/2020,False,North,45.598642581,-122.741451504,"7,628,460","712,311"
20-0462,St Johns,8,2020,8/20/2020,False,North,45.598670456,-122.741569859,"7,628,430","712,322"
20-0353,St Johns,7,2020,7/27/2020,True,North,45.598694091,-122.749356390,"7,626,438","712,386"
20-0280,St Johns,7,2020,7/2/2020,False,North,45.599120590,-122.750135461,"7,626,243","712,547"
21-0168,St Johns,2,2021,2/27/2021,True,North,45.599661132,-122.734788712,"7,630,175","712,635"
19-0095,St Johns,3,2019,3/29/2019,False,North,45.600157919,-122.744083222,"7,627,802","712,882"
21-0082,East Columbia,1,2021,1/27/2021,True,North,45.600318487,-122.646362009,"7,652,806","712,261"
20-0071,Sunderland,2,2020,2/10/2020,False,North,45.600423104,-122.632620084,"7,656,323","712,206"
19-0235,St Johns,7,2019,7/29/2019,True,North,45.602083741,-122.748873300,"7,626,596","713,618"
20-0856,St Johns,12,2020,12/11/2020,False,North,45.602083741,-122.748873300,"7,626,596","713,618"
19-0059,St Johns,2,2019,2/15/2019,False,North,45.603702663,-122.749707547,"7,626,399","714,214"
21-0070,Hayden Island,1,2021,1/23/2021,False,North,45.605164667,-122.660382477,"7,649,266","714,123"
20-0868,St Johns,12,2020,12/15/2020,False,North,45.607250018,-122.711215655,"7,636,282","715,235"
20-0102,Hayden Island,3,2020,3/7/2020,False,North,45.610882155,-122.676842973,"7,645,111","716,320"
20-0740,Hayden Island,11,2020,11/7/2020,False,North,45.611668964,-122.676294621,"7,645,259","716,603"
20-0273,St Johns,6,2020,6/29/2020,False,North,45.612583828,-122.762867227,"7,623,123","717,545"
20-0931,St Johns,12,2020,12/12/2020,False,North,45.612583828,-122.762867227,"7,623,123","717,545"
20-0064,Hayden Island,2,2020,2/1/2020,False,North,45.613058762,-122.678388649,"7,644,737","717,124"
20-0686,St Johns,10,2020,10/18/2020,False,North,45.613672425,-122.704229860,"7,638,133","717,527"
20-0738,Hayden Island,11,2020,11/6/2020,False,North,45.614091843,-122.682365123,"7,643,730","717,528"
20-0655,Hayden Island,10,2020,10/10/2020,False,North,45.614316804,-122.682944560,"7,643,584","717,614"
21-0252,Hayden Island,3,2021,3/23/2021,False,North,45.618194155,-122.694021503,"7,640,789","719,104"
20-0454,St Johns,8,2020,8/23/2020,True,North,45.623796429,-122.770431470,"7,621,303","721,686"
20-0629,St Johns,10,2020,10/2/2020,False,North,45.623899644,-122.769649654,"7,621,504","721,718"
21-0223,St Johns,3,2021,3/13/2021,True,North,45.625921089,-122.737165466,"7,629,832","722,223"
20-0383,St Johns,7,2020,7/31/2020,False,North,45.629866470,-122.771769643,"7,621,023","723,908"
20-0882,St Johns,12,2020,12/20/2020,False,North,45.640169858,-122.762107211,"7,623,599","727,594"
